riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs4858253-C	2E-8	-	NR	1.0638298	-	[1.04-1.09]	SGO1-AS1	"Attention deficit hyperactivity disorder or cannabis use"	"attention deficit hyperactivity disorder,Cannabis use"	-	GCST006983	3:20687599	30610198	"Soler Artigas M"
rs1476535-T	6E-10	-	NR	1.07	-	[1.05-1.1]	FOXP2	"Attention deficit hyperactivity disorder or cannabis use"	"attention deficit hyperactivity disorder,Cannabis use"	-	GCST006983	7:114430980	30610198	"Soler Artigas M"
rs2189012-A	1E-8	-	NR	1.07	-	[1.05-1.1]	FOXP2	"Attention deficit hyperactivity disorder or cannabis use"	"attention deficit hyperactivity disorder,Cannabis use"	-	GCST006983	7:114571857	30610198	"Soler Artigas M"
rs145108385-A	3E-8	-	NR	1.08	-	[1.05-1.1]	ANXA2R,ZNF131	"Attention deficit hyperactivity disorder or cannabis use"	"attention deficit hyperactivity disorder,Cannabis use"	-	GCST006983	5:43054645	30610198	"Soler Artigas M"
rs139868495-T	8E-9	-	NR	1.19	-	[1.12-1.26]	LINC01288	"Attention deficit hyperactivity disorder or cannabis use"	"attention deficit hyperactivity disorder,Cannabis use"	-	GCST006983	8:34805452	30610198	"Soler Artigas M"
rs12653396-A	1E-9	-	NR	-	"5.38 z score increase"	NR	LINC00461	"Attention deficit hyperactivity disorder or caudate nucleus volume (pleiotropy)"	"attention deficit hyperactivity disorder,caudate nucleus volume"	-	GCST007591	5:88551455	30818988	"Klein M"
rs281320-T	1E-10	-	NR	-	"6.46553 z score decrease"	NR	SEMA6D	"Attention deficit hyperactivity disorder or intracranial volume (pleiotropy)"	"attention deficit hyperactivity disorder,intracranial volume measurement"	-	GCST007586	15:47477227	30818988	"Klein M"
rs13332522-C	7E-9	-	NR	-	"5.784743 z score increase"	NR	RBFOX1	"Attention deficit hyperactivity disorder or intracranial volume (pleiotropy)"	"attention deficit hyperactivity disorder,intracranial volume measurement"	-	GCST007586	16:5779203	30818988	"Klein M"
rs12596294-?	1E-8	-	NR	-	"5.673685 z score increase"	NR	LINC01572	"Attention deficit hyperactivity disorder or intracranial volume (pleiotropy)"	"attention deficit hyperactivity disorder,intracranial volume measurement"	-	GCST007586	16:72553194	30818988	"Klein M"
rs114181198-A	4E-9	-	NR	-	"5.13 z score increase"	NR	DIRC3,CACYBPP2	"Attention deficit hyperactivity disorder or putamen volume (pleiotropy)"	"attention deficit hyperactivity disorder,putamen volume"	-	GCST007582	2:183618431	30818988	"Klein M"
rs281323-A	4E-9	-	NR	-	"5.9 z score increase"	NR	SEMA6D	"Attention deficit hyperactivity disorder or putamen volume (pleiotropy)"	"attention deficit hyperactivity disorder,putamen volume"	-	GCST007582	15:47461830	30818988	"Klein M"
rs56135409-A	2E-9	-	NR	-	"6.01 z score decrease"	NR	SGO1-AS1	"Attention deficit hyperactivity disorder or amygdala volume (pleiotropy)"	"attention deficit hyperactivity disorder,amygdala volume"	-	GCST007588	3:20683524	30818988	"Klein M"
rs2360997-C	8E-6	"(maternal warmth)"	0.86	-	"1.3 unit decrease"	[NR]	ESRRB	"Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)"	"attention deficit hyperactivity disorder,parental emotion expression measurmement"	-	GCST000247	14:76346148	18846501	"Sonuga-Barke EJ"
rs2212361-C	9E-7	"(maternal warmth)"	0.26	-	"0.97 unit decrease"	[NR]	PIWIL4	"Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)"	"attention deficit hyperactivity disorder,parental emotion expression measurmement"	-	GCST000247	11:94579157	18846501	"Sonuga-Barke EJ"
rs4875598-G	9E-6	"(maternal warmth)"	0.34	-	"0.94 unit decrease"	[NR]	-	"Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)"	"attention deficit hyperactivity disorder,parental emotion expression measurmement"	-	GCST000247	8:5604231	18846501	"Sonuga-Barke EJ"
rs1161463-C	2E-6	"(maternal warmth)"	0.79	-	"1.72 unit decrease"	[NR]	MTUS2	"Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)"	"attention deficit hyperactivity disorder,parental emotion expression measurmement"	-	GCST000247	13:28857201	18846501	"Sonuga-Barke EJ"
rs4714261-T	2E-6	"(maternal warmth)"	0.17	-	"0.95 unit increase"	[NR]	KIF6	"Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)"	"attention deficit hyperactivity disorder,parental emotion expression measurmement"	-	GCST000247	6:39571431	18846501	"Sonuga-Barke EJ"
rs2825388-A	8E-6	"(maternal criticism)"	0.4	-	"1.06 unit increase"	[NR]	SLC6A6P1	"Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)"	"attention deficit hyperactivity disorder,parental emotion expression measurmement"	-	GCST000247	21:19164331	18846501	"Sonuga-Barke EJ"
rs10049246-G	8E-6	"(maternal warmth)"	0.59	-	"0.6 unit increase"	[NR]	NMRAL2P	"Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)"	"attention deficit hyperactivity disorder,parental emotion expression measurmement"	-	GCST000247	3:185968952	18846501	"Sonuga-Barke EJ"
rs701157-C	4E-6	-	0.45	-	-	-	LINC01737	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	1:230539080	18951430	"Anney RJ"
rs9512900-C	9E-6	-	0.37	-	-	-	PLUT	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	13:27855601	18951430	"Anney RJ"
rs7236632-A	6E-6	-	0.86	-	-	-	ATP8B1	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	18:57766970	18951430	"Anney RJ"
rs16973500-C	7E-6	-	0.86	-	-	-	PKD1L3	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	16:71931293	18951430	"Anney RJ"
rs2180233-C	9E-6	-	0.31	-	-	-	-	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	1:30154865	18951430	"Anney RJ"
rs6733379-G	4E-6	-	0.28	-	-	-	LINC01320	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	2:34255008	18951430	"Anney RJ"
rs10797919-G	9E-6	-	0.59	-	-	-	RGL1	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	1:183883780	18951430	"Anney RJ"
rs10229603-C	5E-6	-	0.31	-	-	-	HRAT17	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	7:112988318	18951430	"Anney RJ"
rs10492664-C	1E-6	-	0.84	-	-	-	LIG4	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	13:108163877	18951430	"Anney RJ"
rs4889240-T	7E-6	-	0.45	-	-	-	PKD1L2	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	16:81122917	18951430	"Anney RJ"
rs6427356-G	8E-6	-	0.28	-	-	-	ETV3	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	1:157160775	18951430	"Anney RJ"
rs1521882-A	8E-6	-	0.82	-	-	-	KIAA2012,KIAA2012-AS1	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	2:202085128	18951430	"Anney RJ"
rs1644305-A	8E-6	-	0.41	-	-	-	WSPAR	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	5:133867905	18951430	"Anney RJ"
rs2764980-A	9E-6	-	0.51	-	-	-	LINC02668	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	10:3241815	18951430	"Anney RJ"
rs1951082-T	5E-6	-	0.43	-	-	-	LINC02588,LINC02294	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	14:26790837	18951430	"Anney RJ"
rs12921846-A	9E-6	-	0.40	-	-	-	RBFOX1	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	16:6860384	18951430	"Anney RJ"
rs1381102-A	6E-6	-	0.40	-	-	-	-	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	16:63921543	18951430	"Anney RJ"
rs7595103-A	7E-6	-	0.64	-	-	-	RPL38P2,LINC01851	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	2:77848118	18951430	"Anney RJ"
rs10815798-A	6E-6	-	0.48	-	-	-	PTPRD	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	9:8235633	18951430	"Anney RJ"
rs10831284-G	2E-6	-	0.13	-	-	-	CWC15,ST13P11	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	11:94934799	18951430	"Anney RJ"
rs789560-G	7E-6	-	0.87	-	-	-	MYRFL,PRANCR	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	12:69938047	18951430	"Anney RJ"
rs1557488-T	5E-6	-	0.18	-	-	-	KIRREL3	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	11:126749295	18951430	"Anney RJ"
rs4533251-T	4E-6	-	0.15	-	-	-	FAM149B1P1	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	15:96719197	18951430	"Anney RJ"
rs7297018-A	4E-6	-	0.19	-	-	-	PAWR	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	12:79668450	18951430	"Anney RJ"
rs931812-C	5E-6	-	0.74	-	-	-	Metazoa_SRP,YWHAZ	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	8:100907093	18951430	"Anney RJ"
rs2826340-T	2E-6	-	0.17	-	-	-	RPS3AP1	"Attention deficit hyperactivity disorder and conduct disorder"	"attention deficit hyperactivity disorder,conduct disorder"	-	GCST000253	21:20512990	18951430	"Anney RJ"
rs12653396-?	4E-8	-	NR	-	-	-	LINC00461	"Attention deficit hyperactivity disorder or autism spectrum disorder (pleiotropy)"	"attention deficit hyperactivity disorder,autism spectrum disorder"	-	GCST90133365	5:88551455	35717853	"Baranova A"
rs325506-?	2E-8	-	NR	-	-	-	RNU6-334P,LINC02163	"Attention deficit hyperactivity disorder or autism spectrum disorder (pleiotropy)"	"attention deficit hyperactivity disorder,autism spectrum disorder"	-	GCST90133365	5:104676602	35717853	"Baranova A"
rs2144782-?	4E-9	-	NR	-	-	-	KIZ,KIZ-AS1	"Attention deficit hyperactivity disorder or autism spectrum disorder (pleiotropy)"	"attention deficit hyperactivity disorder,autism spectrum disorder"	-	GCST90133365	20:21195965	35717853	"Baranova A"
rs12755914-?	7E-9	-	NR	-	"0.0206 unit increase"	NR	EEF1A1P11	"ADHD vs anorexia nervosa (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,anorexia nervosa"	-	GCST90016595	1:96469305	33686288	"Peyrot WJ"
rs62176532-?	1E-8	-	NR	-	"0.0203 unit increase"	NR	-	"ADHD vs anorexia nervosa (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,anorexia nervosa"	-	GCST90016595	2:184138194	33686288	"Peyrot WJ"
rs147831713-?	3E-10	-	NR	-	"0.0225 unit increase"	NR	LINC02163	"ADHD vs anorexia nervosa (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,anorexia nervosa"	-	GCST90016595	5:104451467	33686288	"Peyrot WJ"
rs35999374-?	3E-9	-	NR	-	"0.0211 unit increase"	NR	LINC01572	"ADHD vs anorexia nervosa (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,anorexia nervosa"	-	GCST90016595	16:72475596	33686288	"Peyrot WJ"
rs3791033-?	4E-9	-	NR	-	"0.0151 unit decrease"	NR	KDM4A	"ADHD vs autism spectrum disorder (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,autism spectrum disorder"	-	GCST90016596	1:43668406	33686288	"Peyrot WJ"
rs227378-?	2E-8	-	NR	-	"0.0235 unit decrease"	NR	MANBA	"ADHD vs obsessive compulsive disorder (ordinary least squares (OLS))"	"obsessive-compulsive disorder,attention deficit hyperactivity disorder"	-	GCST90016597	4:102699228	33686288	"Peyrot WJ"
rs9961367-?	2E-8	-	NR	-	"0.0237 unit increase"	NR	KC6	"ADHD vs obsessive compulsive disorder (ordinary least squares (OLS))"	"obsessive-compulsive disorder,attention deficit hyperactivity disorder"	-	GCST90016597	18:41672373	33686288	"Peyrot WJ"
rs1222064-?	4E-8	-	NR	-	"0.0186 unit increase"	NR	RNU1-130P	"ADHD vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,Tourette syndrome"	-	GCST90016598	1:96136829	33686288	"Peyrot WJ"
rs933738-?	3E-8	-	NR	-	"0.0187 unit decrease"	NR	KCNH3	"ADHD vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,Tourette syndrome"	-	GCST90016598	12:49549339	33686288	"Peyrot WJ"
rs571017-?	4E-9	-	NR	-	"0.0207 unit increase"	NR	LINC01748	"Bipolar disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,bipolar disorder"	-	GCST90016604	1:60638487	33686288	"Peyrot WJ"
rs17183814-?	7E-11	-	NR	-	"0.0229 unit decrease"	NR	SCN2A	"Bipolar disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,bipolar disorder"	-	GCST90016604	2:165295879	33686288	"Peyrot WJ"
rs9834970-?	6E-12	-	NR	-	"0.0242 unit increase"	NR	LINC02033,HSPD1P6	"Bipolar disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,bipolar disorder"	-	GCST90016604	3:36814539	33686288	"Peyrot WJ"
rs6829845-?	1E-8	-	NR	-	"0.0199 unit decrease"	NR	IL21	"Bipolar disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,bipolar disorder"	-	GCST90016604	4:122589611	33686288	"Peyrot WJ"
rs79360559-?	2E-9	-	NR	-	"0.0212 unit decrease"	NR	FSTL5	"Bipolar disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,bipolar disorder"	-	GCST90016604	4:161378979	33686288	"Peyrot WJ"
rs7707252-?	2E-8	-	NR	-	"0.0198 unit increase"	NR	Y_RNA	"Bipolar disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,bipolar disorder"	-	GCST90016604	5:79544787	33686288	"Peyrot WJ"
rs7969091-?	2E-9	-	NR	-	"0.0212 unit increase"	NR	RHEBL1,DHH	"Bipolar disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,bipolar disorder"	-	GCST90016604	12:49070666	33686288	"Peyrot WJ"
rs12898460-?	2E-9	-	NR	-	"0.0211 unit decrease"	NR	LINC02694	"Bipolar disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,bipolar disorder"	-	GCST90016604	15:38694612	33686288	"Peyrot WJ"
rs12410444-?	2E-10	-	NR	-	"0.0145 unit increase"	NR	ST3GAL3,ST3GAL3-AS1	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	1:43723048	33686288	"Peyrot WJ"
rs227378-?	5E-8	-	NR	-	"0.0124 unit decrease"	NR	MANBA	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	4:102699228	33686288	"Peyrot WJ"
rs226488-?	2E-10	-	NR	-	"0.0146 unit decrease"	NR	LINC00461	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	5:88600512	33686288	"Peyrot WJ"
rs304132-?	2E-9	-	NR	-	"0.0137 unit decrease"	NR	MEF2C-AS1	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	5:88919777	33686288	"Peyrot WJ"
rs74760947-?	2E-8	-	NR	-	"0.0128 unit decrease"	NR	RPL10AP3,LINC01288	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	8:34495092	33686288	"Peyrot WJ"
rs704061-?	5E-8	-	NR	-	"0.0124 unit decrease"	NR	POC1B,DUSP6	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	12:89378126	33686288	"Peyrot WJ"
rs8039398-?	1E-8	-	NR	-	"0.013 unit decrease"	NR	SEMA6D	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	15:47438673	33686288	"Peyrot WJ"
rs8058677-?	4E-8	-	NR	-	"0.0125 unit decrease"	NR	CDH8	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	16:61934401	33686288	"Peyrot WJ"
rs212178-?	3E-8	-	NR	-	"0.0126 unit increase"	NR	LINC01572	"Major depressive disorder vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,unipolar depression"	-	GCST90016612	16:72544232	33686288	"Peyrot WJ"
rs12025137-?	8E-10	-	NR	-	"0.0211 unit decrease"	NR	UBE2WP1,LINC01787	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	1:96417671	33686288	"Peyrot WJ"
rs9659624-?	8E-14	-	NR	-	"0.0257 unit increase"	NR	MIR137HG	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	1:98021777	33686288	"Peyrot WJ"
rs79366331-?	3E-8	-	NR	-	"0.0191 unit decrease"	NR	MINDY1	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	1:150998719	33686288	"Peyrot WJ"
rs10802742-?	3E-8	-	NR	-	"0.019 unit increase"	NR	-	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	1:239038351	33686288	"Peyrot WJ"
rs12058508-?	3E-8	-	NR	-	"0.0191 unit decrease"	NR	SDCCAG8	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	1:243324559	33686288	"Peyrot WJ"
rs57159364-?	2E-9	-	NR	-	"0.0207 unit decrease"	NR	ZNF804A	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	2:184643769	33686288	"Peyrot WJ"
rs1451488-?	2E-11	-	NR	-	"0.023 unit increase"	NR	RNU7-147P	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	2:199125384	33686288	"Peyrot WJ"
rs796364-?	5E-10	-	NR	-	"0.0213 unit decrease"	NR	FTCDNL1,RN7SL717P	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	2:199851396	33686288	"Peyrot WJ"
rs6704768-?	3E-17	-	NR	-	"0.029 unit decrease"	NR	GIGYF2	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	2:232727791	33686288	"Peyrot WJ"
rs9882879-?	1E-9	-	NR	-	"0.0208 unit increase"	NR	LINC02033,HSPD1P6	"Schizophrenia vs ADHD (ordinary least squares (OLS))"	"attention deficit hyperactivity disorder,schizophrenia"	-	GCST90016618	3:36802580	33686288	"Peyrot WJ"
